Name,Description,Link
Telegram Meal Nutrient Logger,"Automates logging meal nutrients from Telegram messages (text or voice). Uses Telegram API, OpenAI (GPT-4o-mini) for transcription and nutrition analysis, Langchain for structured parsing, and stores data in Google Sheets.",https://drive.google.com/file/d/1K3zjkPQCaL1j_U9Qgt_xPyx8-SP18mvh/view?usp=sharing
Hourly Crypto Market Summary to Telegram,"Automates fetching hourly 24h price data of BTC, ETH, and SOL USDC pairs from Binance public API, analyzes key market metrics (volatility, momentum, spread), and sends a formatted HTML summary message to a specified Telegram chat via Telegram Bot API.",https://drive.google.com/file/d/121npHR5KS20N6Q1qoonhyEgYEeqLh_uN/view?usp=sharing
Telegram PDF Q&A with Pinecone & AI,"Automates Telegram document handling by converting PDFs to vector embeddings using OpenAI, storing them in Pinecone, and enabling AI-powered Q&A with Groq and LangChain, providing instant responses within Telegram chats.",https://drive.google.com/file/d/1vHTlIJXPgF2ykq8ML3riStm6yLgubw4G/view?usp=sharing
AI Prompt Optimizer with Telegram Delivery,"An n8n workflow that refines user input prompts via OpenAI GPT-4o-mini model with LangChain AI Agent, improving clarity, specificity, and formatting. The optimized prompt is split for Telegram messages and sent back using Telegram API for seamless prompt enhancement and reuse.",https://drive.google.com/file/d/1XJ3AtcP7pWqHDGi_czRomYdpLu9nNPMY/view?usp=sharing
WooCommerce to Telegram Order Alerts,"Automates sending Telegram notifications for WooCommerce orders moved to processing status. Utilizes WooCommerce Webhooks, n8n workflow, JavaScript for message formatting, and Telegram Bot API to instantly alert store owners with detailed order info.",https://drive.google.com/file/d/1PAdnRq--JOJcwau3R9kAn4sEgw1biUuH/view?usp=sharing
Email Chatbot with Semantic + Structured RAG via Telegram,"An advanced chatbot integrating Telegram, OpenAI, Ollama embeddings, and Postgres PGVector for hybrid semantic and SQL-based email retrieval. It handles natural language queries over email data, combining vector search and SQL for precise and contextual answers.",https://drive.google.com/file/d/1sp5d9hMGmfcUNBj9lp7Jof7YJ7ZhUOEl/view?usp=sharing
Confluence AI Chatbot with OpenAI & Telegram,"An n8n workflow that integrates Confluence REST API (basic auth) to fetch page content, converts HTML to Markdown, and uses OpenAI GPT-4o-mini via LangChain for AI-powered Q&A. Supports context memory, responds via Telegram bot.",https://drive.google.com/file/d/1XjVxvqANLmkCz5SvHqT18Ednya5n9wCS/view?usp=sharing
Automated n8n Docker Update with Telegram Alerts,"An n8n workflow that automates checking the latest n8n Docker image version via GitHub API, compares it with the installed Docker container version, and if outdated, pulls and updates the container. It uses SSH commands to manage Docker and Telegram API for user notifications and approvals.",https://drive.google.com/file/d/1fRPlDcG_xWZMP00HjFA5m-b8KmwGfZHC/view?usp=sharing
NeurochainAI Telegram Chatbot,"Automates AI-powered chat and image generation via Telegram using NeurochainAI API. Utilizes Telegram Bots and NeurochainAI's REST API for text and image generation with configurable AI models. Handles user prompts, errors, and sends AI responses directly in chat.",https://drive.google.com/file/d/1AcOC2rSIvCJ6I0H1mdCoofZQlehSerZN/view?usp=sharing
Telegram AI Chatbot with Long-Term Memory,"An AI-powered Telegram bot using DeepSeek and LangChain for conversational interaction with long-term memory stored in Google Docs. It validates users, routes message types, and uses DeepSeek's AI models for context-aware, personalized responses.",https://drive.google.com/file/d/14f5ffUyz0d99Cb5ufwzJnitKZX1T5t8m/view?usp=sharing
Spotify Control via Telegram and AI,"Automate Spotify music control by sending messages through Telegram. Uses Telegram API for message triggers, OpenAI GPT-4o-mini to parse artist and track info from chat, and Spotify API to search, play, and manage tracks. Ideal for hands-free Spotify interaction.",https://drive.google.com/file/d/1LcF0trB2hkf5BYEFzl5xRpKj5jYAynfL/view?usp=sharing
Telegram AI Chatbot with Voice & Text,"An n8n workflow integrating Telegram API, OpenAI GPT-4o, and LangChain to build a multi-format chatbot. It handles text and voice messages, transcribing audio via OpenAI, maintaining conversation memory, and replying with rich HTML formatting on Telegram.",https://drive.google.com/file/d/1sTl1b5V7qZ0EgChFK6sZV7LPzOzNkivl/view?usp=sharing
NeurochainAI Telegram Bot Integration,"An n8n workflow that integrates Telegram bot messages with NeurochainAI's REST API. It processes user prompts via Telegram, sends them to NeurochainAI for text or image generation (using models like Meta-Llama and Flux), then returns AI-generated responses or images to the user on Telegram.",https://drive.google.com/file/d/1s2MuC65_dC_6phzwws-2DW6jqYmCKlDD/view?usp=sharing
Telegram AI Chatbot with Image Generation,"An automated Telegram bot leveraging n8n workflows, OpenAI GPT-4 for chatbot replies, and DALL·E for image creation. It supports multi-language chat, welcome messages, text-to-image commands, and error handling for unsupported commands.",https://drive.google.com/file/d/14lxvTDpIVJEx7fD1BTbwNCj6StnVzXSN/view?usp=sharing
Telegram PDF RAG Chatbot with Pinecone,"An n8n workflow that automates processing PDFs sent via Telegram by extracting, chunking, embedding with OpenAI, and storing in Pinecone vector DB. Enables retrieval-augmented generation (RAG) chat using Groq LLaMA-3.1-70b model for precise answers from uploaded documents.",https://drive.google.com/file/d/1yHFtVOBRXdpLQLG4AK2zesDSvXav7rKT/view?usp=sharing
Telegram Toxic Language Filter,"This n8n workflow monitors Telegram messages and uses Google Perspective API to detect toxic language (profanity, identity attack, threat). Offending messages trigger an automatic Telegram reply warning users. Integrates Telegram API and Google Perspective API for real-time content moderation.",https://drive.google.com/file/d/16SykPu1CK_OJvU7-8T5tOsKRIGJntawf/view?usp=sharing
Automated MySQL Cleanup with Telegram Alerts,"This n8n workflow automates the cleanup of old package records from two MySQL databases at 8 AM daily using Cron, then sends Telegram notifications to specific chats. It leverages MySQL, Cron, Telegram API, and a webhook trigger for manual invocations.",https://drive.google.com/file/d/1OvRKxw75Xegphn1RnW_DrV7wQxCOYz41/view?usp=sharing
News Change Alert via Telegram,"Automates monitoring of Hacker News front page by fetching the page every 5 minutes, comparing the content, and sending a Telegram alert if changes are detected. Uses HTTP Request nodes, Cron trigger, Wait node, IF condition, and Telegram API integration.",https://drive.google.com/file/d/1-RMHPcHsFJB3P8wjdati82FCSRBN3zP8/view?usp=sharing
Website Screenshot to Telegram Channel,"Automates capturing a full-page website screenshot via uProc API and sends it as a photo to a specified Telegram channel using Telegram Bot API, triggered manually in n8n workflow.",https://drive.google.com/file/d/1bLdESN5BIutBeYUhL6MW0i8tR7kGcQ7M/view?usp=sharing
Telegram Controlled N8N Workflow Activator,Automates activation/deactivation of n8n workflows via Telegram bot commands. Uses Telegram API for command input and n8n API for workflow control. Enables quick management of marketing and sales workflows remotely through '/start' and '/stop' commands.,https://drive.google.com/file/d/1fGw-qgST2blO-D-guMcYBwz8VAjwLqOc/view?usp=sharing
Daily Telegram Journal Reminder,"Automates daily 6 AM journal prompts via Telegram by generating a reminder message with yesterday's date. Uses n8n Cron for scheduling, JavaScript function for message formatting, and Telegram API for notification delivery. Helps maintain consistent journaling habit.",https://drive.google.com/file/d/11kgnHQDS4bvclxLYKfBcY9P5ImhIqWzh/view?usp=sharing
Telegram Welcome and Farewell Bot - Spanish,An n8n workflow automating greetings and farewells in a Spanish Telegram group using Telegram API. It detects new or leaving members and sends personalized welcome or goodbye messages in Spanish to the group @comunidadn8n.,https://drive.google.com/file/d/1fJfff2s0W44Xi_GnnZOIRWuc8ukNnzBo/view?usp=sharing
Daily Telegram Text Affirmations,"Automates sending daily positive affirmations at 9 AM via Telegram using n8n with a Cron trigger, affirmations.dev API for content, and Telegram API for delivery to user Daniel.",https://drive.google.com/file/d/103VaAMkncYm_wnDaSBQEq2a1GhCtgBdP/view?usp=sharing
Telegram Nocode Tool Info Bot,"An n8n workflow creating a Telegram bot that retrieves no-code tool info from a Strapi API and sends translated descriptions and images. Utilizes Telegram API, Strapi REST API, and local translation CLI, enabling multilingual responses for no-code enthusiasts.",https://drive.google.com/file/d/1ffsP7TRl6Bpk3AMdl7CMI3ZLETgEhtzD/view?usp=sharing
Daily Poem Telegram Bot,"Automates daily delivery of a random poem via Telegram using Poemist API for poem retrieval and LingvaNex for translation to English. Triggered by Cron at 10 AM, it sends translated poems to a specified Telegram chat. Useful for daily literary inspiration.",https://drive.google.com/file/d/1ZF7xfJUxPAnI7ppJAPJVhJHI0OBtbZad/view?usp=sharing
Daily Cocktail Recipe via Telegram Bot,"Automates sending a daily random cocktail recipe with image and instructions to a Telegram chat using TheCocktailDB API, n8n HTTP Request node, and Telegram Bot integration triggered every day at 8 PM via Cron node.",https://drive.google.com/file/d/10enI7nGPtU1Ts0-rb_YI_CTsX9Z-JH_w/view?usp=sharing
Bulk Telegram Message Sender from Google Sheets,"Automates sending messages via Telegram bot to multiple chat IDs listed in a Google Sheets column. Utilizes Google Sheets API for data retrieval, Telegram API for messaging, batching with SplitInBatches, and timed delays to avoid flooding. Ideal for broadcast messaging.",https://drive.google.com/file/d/19hlvTfMtFYGlqh1f3DTaHx8ZS4uu_rII/view?usp=sharing
Telegram Image Description with GROQ LLAVA,"Automates image description by sending photos received via Telegram to the GROQ LLAVA V1.5-7B API for detailed analysis and returns text descriptions back to Telegram users. Uses Telegram Bot API, base64 image encoding, and GROQ AI vision API.",https://drive.google.com/file/d/1pSaYycAHvGnIle6tSXvFtvCLR9jJN0mS/view?usp=sharing
Telegram Meetup Scheduler AI Bot,"An n8n workflow integrating Telegram Bot API, Google Sheets, and OpenRouter AI to provide meetup scheduling assistance. It fetches schedule data from Google Sheets, converts it to markdown, and uses LangChain with OpenRouter for AI-powered chat responses on Telegram.",https://drive.google.com/file/d/1Gb7iwlWAthiyoOVcOgqCJ0vsl0v7F5Hy/view?usp=sharing
Telegram Toxic Language Filter,n8n workflow integrating Telegram API and Google Perspective API to detect and respond to toxic language in Telegram chats by automatically replying with a warning message when profanity is detected above a threshold.,https://drive.google.com/file/d/1zojKDecrCLCT8kvF9Jkfo19_PFf7Kc4k/view?usp=sharing
Multilingual Telegram Welcome Bot,"An n8n workflow integrating Telegram API and NocoDB to manage multilingual user interactions. It welcomes new users, provides help, and updates user language preferences, using Telegram Trigger, HTTP requests, and language dictionaries.",https://drive.google.com/file/d/15ji-3nN7jLVA2rX1wJ511vxps7tDmMNQ/view?usp=sharing
Telegram Weather Bot with R Visualization,"An automated Telegram bot workflow built in n8n that fetches weather data from OpenWeatherMap API for major European cities, processes it into CSV, runs an R script to generate ggplot2 weather charts, and sends the image back to users on Telegram.",https://drive.google.com/file/d/12Wg9_KshmNS0VUMdlf8QXQ-V4NHd9uyu/view?usp=sharing
Telegram to Facebook Ad Interest Exporter,"Automates extraction of Facebook ad interests from Telegram messages using Telegram API, Facebook Graph API v17.0, and n8n. Extracts hashtagged interests, queries Facebook, formats data into CSV, and sends back via Telegram.",https://drive.google.com/file/d/1X8F0AbICyUhbrzNj3s4QTwJXQnVlWR1M/view?usp=sharing
Telegram Sticker Info Responder,"An n8n workflow automating Telegram bot interactions to detect and respond with sticker info. Uses Telegram Trigger node and conditional logic to reply with sticker details or a no-sticker message, enhancing Telegram bot user engagement easily.",https://drive.google.com/file/d/1EN4f1zlTkU8sj4QWX9ipXXIE-GPsMTT2/view?usp=sharing
Brave Search via Telegram Bot,"This n8n workflow integrates Brave Search API with Telegram using MCP community nodes. Users send /brave commands to a Telegram bot, triggering Brave search queries and receiving results directly in chat. Tech stack: n8n, MCP client for Brave API, Telegram node, JavaScript code for query cleaning.",https://drive.google.com/file/d/1CEThriNZEr4OZ3LS3_EyWHbdTrSrrBkW/view?usp=sharing
Telegram Tron USDT Wallet Blacklist Checker,"An n8n workflow integrating Telegram and Tronscan API to verify if a TRON USDT wallet address is blacklisted. Users send wallet addresses via Telegram; the system validates format, queries the Tronscan stablecoin blacklist API, and replies with the blacklist status.",https://drive.google.com/file/d/1NWbv0EkBqIBAUgY81ehqBMHSm1B0VS7H/view?usp=sharing
Nostr #damus AI Report with Gmail & Telegram,"Automates analysis of Nostr #damus hashtag threads using Google Gemini LLM, aggregates themes, and generates detailed AI reports sent via Gmail and Telegram for community insights and engagement.",https://drive.google.com/file/d/1PQ8rjz79xk-HM6F4wJgG2BM26x725BCf/view?usp=sharing
Email to HTML Webpage via GitHub & Telegram,"Automates converting incoming IMAP emails into private GitHub Gist HTML pages and sends a Telegram notification with a link. Uses IMAP for email, GitHub API for gist creation/deletion, and Telegram Bot API for notifications and message lifecycle management.",https://drive.google.com/file/d/1Y3Z4dq8pJ1fWHIhNzpLAp3ZXPhn5zXXB/view?usp=sharing
Telegram Links to Readeck & Hoarder Bookmark Sync,"Automates fetching links from a specific Telegram channel using the Telegram Bot API and syncs new links to Readeck and Hoarder bookmark management platforms via their APIs, ensuring links are saved without duplication. Built with n8n workflow automation.",https://drive.google.com/file/d/1uoK4K55xmJFhsSaCnsKd88Gn-S9cVzy2/view?usp=sharing
Telegram GitHub Release Info Bot,"Automates GitHub release retrieval via Telegram commands. Uses Telegram API to trigger workflow on messages containing '/deploy', extracts version, then fetches GitHub release data using GitHub OAuth2 API. Ideal for quick release info checks.",https://drive.google.com/file/d/1jgO9La9vhEYHXLiX_wNqLje_qOSPlKi5/view?usp=sharing
Telegram Weather Info Bot,"An n8n workflow that uses Telegram API and OpenWeatherMap API to provide current weather updates on-demand via Telegram messages. It triggers on Telegram messages, fetches weather for Berlin, and replies with detailed conditions and temperature info.",https://drive.google.com/file/d/1MY2GgJcIRRS5VaadOn_hKJDVoEx8P4nG/view?usp=sharing
Telegram Journal Reply to Google Sheets,"Automates saving Telegram reply messages as journal entries into a Google Sheets spreadsheet. Utilizes Telegram Trigger to capture replies, a Function node to parse message content, and Google Sheets API to append entries. Ideal for personal journaling via Telegram.",https://drive.google.com/file/d/1Cs4EH9btgL7vpfg6GZJlLFArzIR5g19o/view?usp=sharing
Telegram Cocktail Image Bot,"An n8n workflow that triggers on Telegram messages, fetches a random cocktail from TheCocktailDB API, and replies with the drink's image and name. Utilizes Telegram Bot API and HTTP Request node for API integration to provide fun cocktail suggestions.",https://drive.google.com/file/d/149KAcNzeUiN2_X72_rFV8RSsUM0QOl-g/view?usp=sharing
Telegram Message Relay via Webhook,"An n8n workflow using a webhook and Telegram API to forward incoming HTTP requests as Telegram messages. It receives a query parameter, sends it to a predefined chat ID via Telegram Bot API, and confirms message delivery. Tech stack: n8n, Telegram Bot API.",https://drive.google.com/file/d/1iRtOR-hyUmM6KOP4BtDssA0VYipi8HBE/view?usp=sharing
Telegram Echo Bot for Debugging,"An n8n workflow that listens to all Telegram bot messages and echoes back the full JSON content to the sender. Utilizes Telegram API triggers and message nodes, ideal for debugging Telegram bot incoming data and learning the Telegram JSON structure.",https://drive.google.com/file/d/1ewCEohQ7fImJTRT2yYuP53oJ3AYnHRVw/view?usp=sharing
