Name,Description,Link
AI Email Auto-Reply and Feedback Logger,"Automates email replies using OpenAI GPT via Gmail trigger; stores incoming emails, generated replies, and feedback in Google Sheets for fine-tuning. Utilizes Gmail OAuth2, OpenAI API, and Google Sheets OAuth2 for seamless AI-driven email handling and feedback recording.",https://drive.google.com/file/d/1xmCQGaZ6f0jiWvJZZhbDIFlL8mNvdZq0/view?usp=sharing
Gmail to Notion Email Archiver,"Automates archiving labeled Gmail emails to a Notion database by creating pages for new emails and removing labels when marked done. Uses Gmail API and Notion API, triggered every minute for timely email management and productivity.",https://drive.google.com/file/d/10eqCeQHcg2-YYHgqsh8uZY8p-tfxhNGP/view?usp=sharing
AI-Driven Personalized Marketing Emails,"An n8n workflow that automates personalized marketing email campaigns using LangChain and OpenAI GPT-4-mini. It analyzes customer purchase and feedback data, generates tailored email content, and conditionally adds coupons. Includes email HTML templating and SMTP sending via n8n.",https://drive.google.com/file/d/1iF7ziu4_c6-I8AHW0bb_pWtC3A8XOXGr/view?usp=sharing
TTS Voice & Email Verification Automation,"Automates sending TTS voice calls via ClickSend API and email verification through SMTP for secure user verification. Features form input, code generation, voice & email code verification, and user feedback. Tech: n8n, ClickSend API, SMTP, JavaScript.",https://drive.google.com/file/d/1BqHfgCeEn7jzZHnveQ8witfJKIts9EyX/view?usp=sharing
Automated Customer Email Sender via Google Sheets,"An n8n workflow automating personalized Gmail email sending by retrieving customer message details from Google Sheets, filtering data by status and current date, sending emails using Gmail API, and updating the sheet with send status for organized outreach campaigns.",https://drive.google.com/file/d/1wp3EiHkGwreP26fT4IYcRVA-ihaMS1gt/view?usp=sharing
AI Support Agent with Email Verification & Slack Alert,"An AI agent workflow using OpenAI GPT-4o-mini and LangChain framework in n8n. It checks user input for an email, prompts for it if missing, or alerts a Slack channel for human support. Integrates chat triggers, memory buffer, and conditional logic for support escalation.",https://drive.google.com/file/d/1anQLXOTS_V4cyhyk3tWoHdiLVSeVdEs9/view?usp=sharing
B2B Lead Qualification & Email Response,"An n8n workflow to capture business leads via a form, enrich contact and company data using Clearbit API, filter for B2B companies with over 499 employees, then send tailored Gmail responses. Tech stack includes n8n, Clearbit API, and Gmail SMTP.",https://drive.google.com/file/d/1s_pHfYsi6__KULkHBGLzq0_RBS611pRW/view?usp=sharing
LinkedIn Email Finder & Enricher via Google Sheets,"Automates enriching LinkedIn profile data by fetching contact details using Prospeo.io LinkedIn Email Finder API, triggered on schedule, reading/writing Google Sheets for scalable contact info updates with fields like email, name, gender, job title, skills, education, and picture.",https://drive.google.com/file/d/1qR7CwCjiTLaAuej0Z43Tk1gQUtsoyWg1/view?usp=sharing
Email Lead Validation and Enrichment,"n8n workflow that triggers from a form submission, verifies email validity using Hunter API, enriches person and company data via Clearbit, and adds valid leads to HubSpot CRM. Integrates Form Trigger, Hunter, Clearbit, and HubSpot with OAuth2 for smart lead collection.",https://drive.google.com/file/d/1KbjU7wY14TzTDrk5D_quuz_KjnyjeEzZ/view?usp=sharing
GitHub Release Email Notifier,"An n8n workflow that daily fetches the latest release info from a GitHub repo, converts release notes from markdown to HTML, and emails the formatted update via Gmail. Utilizes GitHub API, markdown conversion, and Gmail OAuth2 for automated release notifications.",https://drive.google.com/file/d/1-BjLmnl8sN675tBeQ0kKRKm5E-AdbujN/view?usp=sharing
Daily Airtable Order Summary Email,"Automates collecting orders stored via webhook into Airtable, then sends a daily 7PM email summary with all today's orders in HTML table format using Airtable API and Gmail. Helps businesses track and review daily sales efficiently.",https://drive.google.com/file/d/1FRce01ziYDyA-EOdiqERjySOxFzDmB_4/view?usp=sharing
Weekly Notion Task Summary Email & Push,"Automates weekly retrieval of tasks from Notion, filters and sorts by deadlines, generates styled HTML emails grouping overdue and upcoming tasks, and sends updates via email and Pushover push notifications. Uses Notion API, SMTP, and Pushover within n8n.",https://drive.google.com/file/d/12XalECqSPhIQBITpNQgEMDeZ_kqbq7Rr/view?usp=sharing
Fastmail AI Email Draft Assistant,"Automates drafting email replies for Fastmail using OpenAI GPT-4. Monitors IMAP inbox for new emails, extracts content, generates replies with GPT-4, and uploads drafts via Fastmail's JMAP API. Integrates IMAP, Fastmail API, and OpenAI in n8n workflow.",https://drive.google.com/file/d/13QlphGGW9G_OGZ54WrCitLq4YEM6uuNb/view?usp=sharing
AI-Powered Outlook Email Auto Categorizer,"Automate Outlook email management by categorizing and organizing emails into folders using Ollama AI's qwen2.5:14b model with n8n workflow. Employs Microsoft Outlook API, Markdown conversion, and advanced AI parsing for efficient inbox sorting.",https://drive.google.com/file/d/1m4aRGq3jC7rl6L1Loam9ZjxZZavgj9VH/view?usp=sharing
Inbound Order Email Parser to Google Sheets,"Automates extraction of purchase orders from Gmail emails using OpenAI's GPT-4o-mini via n8n LangChain AI Agent; parses PO number, delivery date, SKUs, quantities, then stores structured data into Google Sheets for order management.",https://drive.google.com/file/d/1kVkpN--uq1hJGnIXBQ6Kwn-xi9-vTbwJ/view?usp=sharing
CSRD Email Audit & Summary Automation,"Automates review of CSRD XHTML report emails received in Gmail. Uses Gmail API to trigger, extracts XHTML attachments, audits content for sustainability disclosures, and employs AI (LangChain + OpenAI GPT-4o-mini) to generate professional audit summary emails. Improves ESG compliance communication.",https://drive.google.com/file/d/1EYf0l6P5At5JGMP3DAVT5hJ7GoO7Hcau/view?usp=sharing
Daily Digest Email for n8n.io Templates,"Automates daily email newsletters by fetching the latest n8n.io workflow templates from selected categories stored in Excel. Uses Microsoft Excel, HTTP Request for n8n API, OpenAI GPT-4 for summaries, and Microsoft Outlook to send personalized digests to subscribers.",https://drive.google.com/file/d/1xH5bsGaKeXiupGrV_6oQCjdm5656yzPy/view?usp=sharing
Voice-to-Email Reply Assistant,"An n8n workflow automating email reply drafting by analyzing incoming Gmail messages, assessing response need via OpenAI GPT chat, sending email details to Telegram, accepting voice note replies on Telegram, transcribing audio with OpenAI Whisper, and drafting polished replies in Gmail threads.",https://drive.google.com/file/d/1yOfwmzYY0b63D0UHrBxm10D-d5eRaraj/view?usp=sharing
n8n Automated Error Analysis & Email Alert,"Automates error detection in n8n workflows via n8n API, analyzes errors using OpenAI GPT-4o with LangChain, generates detailed diagnosis and resolution, and sends formatted email alerts via Gmail. Ideal for improving workflow reliability with AI-powered insights.",https://drive.google.com/file/d/10SWMc3cVN0UKHE4tZpeXsrSz53UAp4-v/view?usp=sharing
Email Header IP & Spoofing Analyzer,"n8n workflow analyzing email headers for IP reputation and spoofing threats using IP Quality Score and IP-API, plus SPF/DKIM/DMARC authentication checks via JavaScript. Provides comprehensive email security insights via webhook responses.",https://drive.google.com/file/d/1zYQSNd-Xnq3KV-TrTdorD0P7jeBnZryk/view?usp=sharing
DMARC Report Email Parser & DB Logger,"Automates processing of DMARC reports by monitoring IMAP email for XML attachments, unzipping and parsing them into JSON, mapping the data into a MySQL database, and sending notifications via Slack/email on SPF or DKIM failures. Uses n8n automation with email, compression, XML, MySQL, and Slack nodes.",https://drive.google.com/file/d/1VFcxH163ZjV4n35rtDcQkCW0cz6m5m7k/view?usp=sharing
Google Drive AI Document Summarizer & Emailer,"Automates downloading documents from Google Drive, summarizes content using Mistral AI language model with n8n LangChain integration, and emails the summary via Gmail. Ideal for quick document insights using Google Drive, Mistral Cloud API, and Gmail OAuth2.",https://drive.google.com/file/d/1LApm_TNyt0ruRSbq02yyhtuP4iwkMLOV/view?usp=sharing
Email Chatbot with Semantic + Structured RAG via Telegram,"An advanced chatbot integrating Telegram, OpenAI, Ollama embeddings, and Postgres PGVector for hybrid semantic and SQL-based email retrieval. It handles natural language queries over email data, combining vector search and SQL for precise and contextual answers.",https://drive.google.com/file/d/1sp5d9hMGmfcUNBj9lp7Jof7YJ7ZhUOEl/view?usp=sharing
Slack Notify & Jira Ticket for Quarantined Emails,"Automates incident response by notifying quarantined email recipients via Slack using Slack API and Sublime Security API, and creates Jira tickets for opened suspicious emails. Integrates Sublime Security webhook, Slack user lookup, and Jira Software Cloud for security alert management.",https://drive.google.com/file/d/1dLl610bkgHvg6siE8VKUng_-KW5NGrxr/view?usp=sharing
Gmail Email Classification & Labeling,"Automate Gmail email classification using Google Gemini and LangChain AI. Categorizes emails into High Priority, School Related, Promotion, or Other, then applies Gmail labels via OAuth2. Ideal for organizing and prioritizing inbox with AI-driven text classification.",https://drive.google.com/file/d/1pWTfqubw6tJ9ayUcX8KB-f1RujUaGHdH/view?usp=sharing
Email Invoice & Payment Extractor with LLM,"Automates extraction of transaction details from labeled Gmail invoices and payment emails using n8n. Uses Gmail API triggers, PDF extraction, HTML parsing, Google Gemini and Groq LLMs with structured output parsers, then logs data to Google Sheets for finance management.",https://drive.google.com/file/d/1Zn5cZBqNCKV7m1yxRhQkH2B-M4R3d_D4/view?usp=sharing
Human-in-the-Loop AI Email Assistant,"Automates email reading via IMAP, summarizes with LangChain and OpenAI GPT models, drafts replies, and sends emails after human approval. Integrates IMAP, SMTP, LangChain AI nodes, and OpenAI GPT-4o-mini for professional business email handling.",https://drive.google.com/file/d/1j8_xTLX-eUSrj7CX3k8KRoVQcTO6omrc/view?usp=sharing
Email PDF Attachment Filter & Upload,"Automates filtering of PDF attachments from Gmail using OpenAI to detect relevant documents (e.g., payslips), then uploads matched PDFs to Google Drive. Uses Gmail API, OpenAI API, and Google Drive API within n8n workflow for document management automation.",https://drive.google.com/file/d/1V63tfm9kHBGtQ0iV6osvcp3T-bgIvFWC/view?usp=sharing
AI Email Summarizer & Messenger Notifier,"Automates reading emails via IMAP, summarizes content using Openrouter.ai's LLaMA model, and sends concise summaries or important alerts with deadlines to LINE messenger. Integrates IMAP, Openrouter API, and LINE Messaging API for streamlined email management.",https://drive.google.com/file/d/1UAgecYJymRhCuO3wK45NFZ-dxgIFI6Ro/view?usp=sharing
Email Verification Waitlist Automation,"Automates user registration with email verification for a waitlist using n8n. Integrates Google Sheets for data storage, SMTP for sending verification codes, and n8n Forms for user input and validation, ensuring secure and organized waitlist management.",https://drive.google.com/file/d/1VYpLgD0AkUm03mTWHbGyniApRhfEPWtg/view?usp=sharing
Social Media Lead Analyzer & Email Generator,"Automates lead outreach by extracting LinkedIn and Twitter posts via RapidAPI, analyzes data using OpenAI GPT-4, and generates personalized HTML cover letters sent via SMTP. Integrates Google Sheets for lead data and tracking, ideal for marketers and sales pros.",https://drive.google.com/file/d/16_QHpzU3JYQdZ8t0EngjGQiO5HxpZG0g/view?usp=sharing
Dartagnan to Braze Email Template Sync,"An n8n workflow automating synchronization of email templates from Dartagnan to Braze. It fetches auth tokens, lists and compares campaigns and email templates, processes HTML content including image embedding, and updates or creates templates via Dartagnan and Braze REST APIs. Runs on schedule.",https://drive.google.com/file/d/1R41tofrd85Zr99OaPtlus0vm6jjflBif/view?usp=sharing
Automated Email Categorizer & Responder,"This n8n workflow automates email handling by triggering on new Gmail messages, classifying them using Google Gemini NLP, and sending tailored responses (guest posts, YouTube inquiries, courses) via SMTP. Contacts are updated in Brevo. Tech used: Gmail API, Google Gemini, SMTP, Brevo API.",https://drive.google.com/file/d/1WNcKR0OMWwv7HSFcEBsXrRpH3Pl-fUaM/view?usp=sharing
Email Existence Verification Workflow,"An n8n workflow that verifies if an email address exists using Uproc's checkEmailExists API. It triggers manually, creates the email item, checks its deliverability status, and branches accordingly. Useful for validating emails in automation.",https://drive.google.com/file/d/1SsczU-3mvI5MP34csJLHtfCz1NXORtUP/view?usp=sharing
IP-Based Location Email Sender,"n8n workflow using Uproc API to get geographic location from IP, then sends a customized welcome email in Spanish or English via AWS SES based on user country (Spain or not). Automates localized email outreach using IP geolocation and email automation.",https://drive.google.com/file/d/1RCaPkYTt8-jjy4ERivdR7qfX9krB6Ne5/view?usp=sharing
Clearbit Email Person Lookup,"An n8n workflow that uses Clearbit API to fetch and enrich person details by email input. It triggers manually and retrieves person data like name, job, and company using Clearbit's person resource for streamlined data enrichment.",https://drive.google.com/file/d/1sANkQwNdwbO4DwQ_mcr6SD7VBeKq6TRH/view?usp=sharing
Airtable Email Validation Workflow,"An n8n workflow that fetches email records from Airtable, validates them using Mailcheck API to check MX record existence, and updates Airtable records with validation results. Tech stack includes Airtable API and Mailcheck API integration for data integrity.",https://drive.google.com/file/d/1qnvGQj-92anyVyG1vSHrSqm2WXSRNSnO/view?usp=sharing
Email Invite with iCalendar Attachment,"Automates sending an email with an iCalendar event invite using n8n. Utilizes n8n manual trigger, iCal node for calendar event creation, and SMTP email node (Outlook). Ideal for sending event invites with calendar attachments.",https://drive.google.com/file/d/1C8S8n6EpPZn4gmyKjmDdFe3qzawR1Iun/view?usp=sharing
Invoice Email to Nextcloud Uploader,"Automates fetching invoices from an IMAP 'Invoices' email folder, processes each attachment by sanitizing filenames, and uploads them to dated folders in Nextcloud. Utilizes IMAP Email node, custom JavaScript for filename sanitization, and Nextcloud API integration.",https://drive.google.com/file/d/1WzIuvlepM3X8V6GDnNZdhvzM3c-8RFcx/view?usp=sharing
Add Subscriber and Send Email Campaign,Automates adding an email subscriber to a Sendy list and sends a welcome email campaign using Sendy API triggered manually in n8n workflow.,https://drive.google.com/file/d/1nGpy58-KlhHkLlgaIlihNAYG0PBt2dEX/view?usp=sharing
Random User Data to Sheets & Email,"Automates fetching random user data from randomuser.me API, formats it, appends to Google Sheets via OAuth2, converts data to CSV and JSON files, saves locally, and emails JSON file using Gmail API. Integrates HTTP Request, Google Sheets, File, and Gmail nodes in n8n.",https://drive.google.com/file/d/1cM6qS6NNl66ZCFs8njVHF5pk_JuZSDRP/view?usp=sharing
Customer Data Invoice & Email Automation,"Automates fetching customer data, sorting, generating invoices and customer lists using n8n, a custom Customer Datastore API, Document Generator for templates, and SMTP for email delivery. Enables sending individual invoice emails and summarized new customer report emails.",https://drive.google.com/file/d/1qMd43ykNZ45uAGLo6PZNrqg7bPFIHp0f/view?usp=sharing
TwentyCRM Event Notifications to Email & Slack,"An n8n workflow that receives event triggers from TwentyCRM via webhook, filters and logs event data to Google Sheets, and sends notifications to Gmail or Slack channels based on event type (e.g. deletion events emailed, others sent to Slack).",https://drive.google.com/file/d/1tYsNWJbVoOVFnVX2SOJRmIzYf0EuH_IW/view?usp=sharing
Email to Nextcloud Deck Card,"Automates creation of Nextcloud Deck cards from emails using IMAP for email retrieval, JavaScript function to strip HTML, and Nextcloud Deck API via HTTP request for card creation. Ideal for task management workflows.",https://drive.google.com/file/d/16swR-xn6odnMHiqW_RmylIQHdCfzNYmY/view?usp=sharing
Email XML Order Processing and API Submission,"Automates order processing by reading emails via IMAP, extracting XML attachments, converting them to JSON, and sending data via HTTP POST to a sales order API. Uses n8n nodes: IMAP Email, XML, Set, HTTP Request, and Move Binary Data for seamless integration.",https://drive.google.com/file/d/1loRUjIA5VOh7vObN5_KSiKO9Bt3zaQeN/view?usp=sharing
Batch Email Sender with CSV and Image Attachments,"Automates batch email sending using n8n with CSV parsing, batch processing, and SMTP email sending. Reads CSV data, processes in batches of 5, attaches personalized PNGs per recipient, and sends certificate emails via SMTP.",https://drive.google.com/file/d/1VchI7wOEteXzahj7ZjKXKjeZLVX4RiPT/view?usp=sharing
Icypeas Real-Time Email Search Listener,"Automates real-time retrieval of email search results from Icypeas via webhook, extracting emails and names. Uses n8n webhook and Set nodes to process data for integration with services like Lemlist. Ideal for bulk email/domain scans with instant notifications.",https://drive.google.com/file/d/1qfaOwv8jZU059Mt9LQHngjvI-ajRFBvy/view?usp=sharing
Fastmail JMAP Unread Email Fetcher,An n8n workflow integrating with Fastmail's JMAP API using HTTP requests and header auth to retrieve mailbox info and fetch the latest unread emails. Designed to automate email monitoring leveraging Fastmail's API and n8n's HTTP Request nodes.,https://drive.google.com/file/d/1E1r1Yvq5PERGLWyIyRRsQx2rstlP6pYJ/view?usp=sharing
Email Validation & Domain Extraction Workflow,"An n8n workflow that validates email addresses and extracts domains using native functions. It uses n8n's manual trigger, random data generator for sample emails, and set node for processing. Ideal for quick email checks in automated processes.",https://drive.google.com/file/d/1yOYv11xsY8pWlqdDaKGRBvXR005HiQEL/view?usp=sharing
Fastmail Masked Email Generator,"An n8n workflow that creates disposable masked email addresses via Fastmail's JMAP API. Triggered by a webhook, it authenticates using HTTP header credentials, processes input state and description, generates a masked email, and responds with the details. Ideal for privacy and testing integrations.",https://drive.google.com/file/d/1n7h53F9F_QNcelnpwsNPeg0_zuH76b44/view?usp=sharing
Email Open Tracking Transparent Pixel,"This n8n workflow creates and serves a 1x1 transparent PNG tracking pixel via webhook to detect email opens. It uses n8n nodes to decode base64 image data, convert to binary, and respond with the image. Includes logging placeholder and supports capturing userId via query parameter.",https://drive.google.com/file/d/1T5dnf7cy5tmMY9_dJHZpQqoUoPV8Olks/view?usp=sharing
Email Bounce & Open Event Receiver,"An n8n workflow using Postmark API webhook to receive real-time notifications for email bounce and open events, enabling users to track email engagement and delivery status automatically.",https://drive.google.com/file/d/1G2H5ZAawlZJq4DbZzH0-Ei9ZvKgu-0xa/view?usp=sharing
Email Verification with Hunter API,"Automates email verification using Hunter API in an n8n workflow. Triggered manually, it validates the format and existence of an email address to reduce bounce rate and improve outreach accuracy.",https://drive.google.com/file/d/1qF434bUMEE5Vu94L_MbbmZujqdVaDpyd/view?usp=sharing
Mautic Contact Email Validation Alert,"Automates validation of new Mautic contacts' emails using One Simple API. Triggers on new contact creation, verifies email quality and domain, and sends alerts to Slack for suspicious addresses. Integrates Mautic, One Simple API, and Slack for lead quality control.",https://drive.google.com/file/d/1P1uiP4A8x_HtwnWwTuPWjS0-o7-u_cfQ/view?usp=sharing
Automated Website Change Spy & Email Alerts,"An n8n workflow that automates detecting changes on specified websites using Firecrawl scraping API, compares content over a day, uses OpenAI GPT-4 models to analyze differences, and conditionally sends detailed Gmail alerts. Integrates OpenAI, Firecrawl, and Gmail for spy-like website monitoring.",https://drive.google.com/file/d/1b2u0gwK6DRLudTQHpQ8ndLM-BdHsDAjf/view?usp=sharing
Uber Eats Email Expense Logger,"Automates extraction of Uber Eats order details from Gmail emails and sends formatted expense info to Slack with Moze app links, using Gmail and Slack APIs within n8n workflow for seamless delivery expense tracking.",https://drive.google.com/file/d/1VqRWz2674H-NPVx5IHaciKi5wnnlorXA/view?usp=sharing
Sign-in IPs Report & Email Automation,"Automates retrieval of sign-in events via SaaS Alerts API, deduplicates IP data, converts to CSV, encodes base64, and emails the report using SMTP2Go. Includes an auth form for API key and email input for last 24h sign-in IP info delivery.",https://drive.google.com/file/d/1FGefCF4YlzKgpus4jCY2-fmL-nADRXl0/view?usp=sharing
Icypeas Email Verification (Single),"n8n workflow to verify a single email using Icypeas API. It authenticates with API key, secret, and user ID using HMAC-SHA1 signature, then sends a POST request to Icypeas email verification endpoint. Useful for integrating email validation in automation.",https://drive.google.com/file/d/1Um2QS7CxoqdeAstnKgdqYr6mrblfwo1W/view?usp=sharing
Forward Netflix Emails via Gmail and Mailjet,"Automates forwarding Netflix emails from a Gmail account to multiple recipients using Gmail API and Mailjet. Detects Netflix emails via Gmail trigger, splits recipient list, and sends personalized forwards via Mailjet SMTP API for seamless multi-recipient delivery.",https://drive.google.com/file/d/1qQeu1MEvqItAx6q1sxLr20TlUImL013k/view?usp=sharing
Gmail JSON Email to CSV Exporter,"Automates extraction of the latest JSON email from Gmail using OAuth2, processes its binary data, and exports content into a CSV spreadsheet file using n8n's Gmail and spreadsheet nodes. Ideal for email-driven data workflows.",https://drive.google.com/file/d/1TcskBC0R99c-IVP2sIXRRETMU_0dAtcy/view?usp=sharing
Send Gmail Email with Embedded Image,"An n8n workflow using Gmail API, HTTP Request, and base64 encoding to send an email with embedded images. Fetches an image from a URL, converts it to base64, composes MIME email with inline image, and sends via Gmail OAuth2.",https://drive.google.com/file/d/1F8R8fqNFQSV5NXR3yPmC8hRz0FFBrpi7/view?usp=sharing
Monthly Absence Summary Email Automation,"Automates monthly extraction of absence data (holidays & illness) from Google Calendar, summarizes days absent per person, and emails payroll. Built with n8n using Google Calendar API, cron scheduler, JavaScript code nodes, and SMTP email.",https://drive.google.com/file/d/1fqxKaou8dTZhvXL9TIOl4UJj2Sx8MPUf/view?usp=sharing
Icypeas Bulk Email Search Automation,"Automates bulk email search with Icypeas API using Google Sheets. Reads names and companies from a sheet, authenticates via custom JS with API key/secret, and triggers POST requests for email search results. Tech: n8n, Google Sheets API, Icypeas API, Node.js crypto.",https://drive.google.com/file/d/1zcCYtcWin-XC057tMSrbCecRgtVOCame/view?usp=sharing
Monthly Event Scraper & Email Newsletter,"Automates scraping of monthly event listings from a location-specific website using HTTP requests and HTML extraction; processes event data, formats it into an HTML email, and sends via Gmail. Ideal for keeping informed about local events monthly.",https://drive.google.com/file/d/1xK3_mjNzD6uM1ok6bq2LOLjUC6zrBgFp/view?usp=sharing
Email to HTML Webpage via GitHub & Telegram,"Automates converting incoming IMAP emails into private GitHub Gist HTML pages and sends a Telegram notification with a link. Uses IMAP for email, GitHub API for gist creation/deletion, and Telegram Bot API for notifications and message lifecycle management.",https://drive.google.com/file/d/1Y3Z4dq8pJ1fWHIhNzpLAp3ZXPhn5zXXB/view?usp=sharing
Fastmail Masked Email Management,"An n8n workflow leveraging Fastmail API to manage masked email addresses: create, update, delete, and list. It uses HTTP Request nodes with Fastmail JMAP API, a webhook secured by basic auth, and generates an interactive HTML table for email states.",https://drive.google.com/file/d/1XiLhTHWavpijetZ6ubNI6E5yabZ6jHYa/view?usp=sharing
PG&E Daily Energy Cost Email Reporter,"Automates daily login to PG&E's mobile website to extract electricity and gas cost data, formats it into an HTML email, and sends it via Gmail. Uses n8n's AirTop nodes for browser automation and Gmail API for emailing.",https://drive.google.com/file/d/1WQWFqpiYqBQf6Ro7jP95919NIvzETb1L/view?usp=sharing
Google Maps Email Scraper,"An n8n workflow automating email extraction from Google Maps business listings. It uses HTTP requests to search Google Maps for queries, scrapes URLs and emails with regex, filters duplicates and irrelevant data, and saves results to Google Sheets.",https://drive.google.com/file/d/1Xd114xceLmmk1nHJv8_xhDcbj9Z_SXRU/view?usp=sharing
Website Email Scraper API via Webhook,"An n8n workflow that scrapes emails from any website URL passed as a query parameter to a webhook. It uses HTTP Request to fetch website HTML, regex to extract emails, removes duplicates, and returns the emails in the webhook response. No external API needed.",https://drive.google.com/file/d/1vLcV9TyAL6_IYFfUL_3SbAeoM6WiBjA-/view?usp=sharing
Mailchimp Email Subscriber Add,An n8n workflow that automates adding subscribers to a Mailchimp email list via API. Uses Mailchimp node triggered manually to subscribe an email with merge field data. Ideal for simple email marketing subscriber management.,https://drive.google.com/file/d/1Avd3V9UQVwfOJqQqT3zfikVrNnZdaRAW/view?usp=sharing
AWS SES Email Sender Workflow,"An n8n workflow to send emails via AWS SES. Triggered manually to send predefined messages to multiple recipients using AWS SES API, useful for automated email notifications or testing email sending automation.",https://drive.google.com/file/d/1r-irsTNxwq8evwZG1wBrHYXiASuWKWeO/view?usp=sharing
IMAP Email Fetcher,"Workflow to fetch emails from an IMAP server using n8n's Email Read IMAP node. It connects to an email inbox via IMAP protocol, enabling automated email retrieval for further processing or automation tasks. Uses n8n automation platform with IMAP credentials.",https://drive.google.com/file/d/1bX-2zOqB9kVXVAc4h7okxaaZ9N-HfJF3/view?usp=sharing
Automated Email Excuse Responder,"This n8n workflow automatically reads emails from a specific IMAP inbox, filters emails from a particular sender, generates randomized excuses using data from an Excel spreadsheet, replies to the sender via SMTP, and sends notifications to Slack channels. It integrates Email (IMAP/SMTP), Excel parsing, Slack API, and custom JavaScript logic to automate personalized email replies.",https://drive.google.com/file/d/12twayn4nhuxUjMKixqQ5EFbSRtbOrRrU/view?usp=sharing
n8n Workflow Error Email Notifier,"An n8n workflow that triggers on workflow errors and sends detailed error reports via Gmail API. It captures error messages, execution details, and stack traces, emailing them to specified recipients to facilitate quick debugging and monitoring.",https://drive.google.com/file/d/1E5dWF8zAB02-1rupxkr2aDzhqvKHBp57/view?usp=sharing
Autopilot Email List & Contact Management,"An n8n workflow using Autopilot API to list email lists, add contacts to lists, update contact details, and retrieve all contacts from a list. Automates email marketing list and contact management with step-by-step Autopilot API integration.",https://drive.google.com/file/d/1fyMVUurZp-4wtRTXPPumxqp9WKpLQEvg/view?usp=sharing
Email Body Parser Workflow,"An n8n workflow that extracts structured data from raw email bodies by parsing labeled fields using a custom JavaScript snippet. It uses n8n's Manual Trigger, Set, and FunctionItem nodes to process emails with labels like Name, Email, Subject, and Message.",https://drive.google.com/file/d/1eNq-mLjS-1vWxRETwaYDFPZsbGH9oWL5/view?usp=sharing
Freshdesk Ticket Fetcher by Email,An n8n workflow that fetches open Freshdesk tickets for a requester based on their email. Uses Freshdesk API integrated into n8n with a manual trigger to initiate the process. Ideal for customer support automation and ticket management.,https://drive.google.com/file/d/1aAPhNrB063aN2pN-KhAdFQDsDYYnHjVN/view?usp=sharing
Icypeas Email Search Automation,"Automates performing single email searches using the Icypeas API via n8n. Utilizes API key, secret, and user ID for authentication, generates HMAC signatures, and executes secured HTTP POST requests to fetch email data based on lastname, firstname, and company/domain inputs.",https://drive.google.com/file/d/1hjYNlRATrz6Xj-tV7z4MWTlt8M1-K41r/view?usp=sharing
Email Domain Extractor,"An n8n workflow that extracts the domain name from a given email address using built-in nodes: Manual Trigger, Set (to input sample email), and Function (to process and extract domain). Helps automate email parsing tasks.",https://drive.google.com/file/d/14hISATr4EQe56g_msiHrAOXIjq7yBr3w/view?usp=sharing
Manual Triggered Email via Mailjet,"An n8n workflow sending test emails using Mailjet API upon manual trigger. It demonstrates basic email dispatch with parameters for subject, message, sender, and recipient using the Mailjet credential setup.",https://drive.google.com/file/d/1FOoHybPn4jNkfn1e2J7y01Gth6uP2d75/view?usp=sharing
Mailjet Email Sent Event Trigger,"An n8n workflow that listens for 'sent' email events via Mailjet's API using the Mailjet Trigger node, enabling automation based on outgoing emails processed through Mailjet.",https://drive.google.com/file/d/1-Z8Jt18b7r1Rlsbe0n2ZiJtwzL6va2Bc/view?usp=sharing
Manual Trigger to Send Mandrill Email,An n8n workflow that sends a templated email via Mandrill when manually triggered. Utilizes Mandrill API for email delivery. Ideal for testing or sending instant notification emails using customizable templates.,https://drive.google.com/file/d/1n_Riyq2K6yK77tj2Gj4RLlhwXSb5kVvo/view?usp=sharing
Simple Email Sender via Mailgun,"An n8n workflow that sends an email using the Mailgun API triggered manually. It includes a manual trigger node and a Mailgun node to dispatch emails with specified subject, sender, and recipient.",https://drive.google.com/file/d/1zO6vhKK-7tOvRta6Yr1HGM6xPaowj2Hb/view?usp=sharing
Manual Trigger Email Sender,"An n8n workflow that sends an email upon manual execution. It uses the built-in Manual Trigger and Email Send nodes, leveraging SMTP credentials to dispatch a predefined message. Ideal for testing or simple email notifications.",https://drive.google.com/file/d/1N_TxTDPf6-sdtZx5kcZZz1wie94Z3qwI/view?usp=sharing
